City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,chiredzi,-21.05,31.6667,23.59,25,0,2.67,ZW,1719760197
367,hirado,33.3597,129.5531,26.33,96,100,8.79,JP,1719760198
368,bei'an,24.5399,109.533,25.81,93,100,2.58,CN,1719760200
369,touros,-5.1989,-35.4608,28.22,68,45,6.45,BR,1719760201
370,pariaman,-0.619,100.12,27.03,77,100,0.9,ID,1719760187
371,an nuhud,12.7,28.4333,33.93,31,81,4.16,SD,1719760206
372,oamaru,-45.0784,170.9801,7.44,80,100,3.5,NZ,1719760208
373,saudarkrokur,65.7461,-19.6394,21.15,49,55,6.84,IS,1719760210
374,villa rica,33.7321,-84.9191,30.41,82,13,0.89,US,1719760211
375,natal,-5.795,-35.2094,29.36,61,75,4.63,BR,1719759921
376,viqueque,-8.8673,126.3658,24.49,91,84,1.87,TL,1719760214
377,bucerias,20.75,-105.3333,28.32,89,75,0.0,MX,1719760216
378,saint-pierre,-21.3393,55.4781,20.82,64,0,0.0,RE,1719760150
379,howrah,22.5892,88.3103,30.0,89,100,4.12,IN,1719760219
380,nemuro,43.3236,145.575,14.06,99,100,6.17,JP,1719760109
381,bria,6.5423,21.9863,29.38,54,95,1.13,CF,1719760221
382,mejit,10.2753,170.8646,27.67,76,100,6.78,MH,1719760223
383,serdar,38.9764,56.2757,32.16,22,46,2.78,TM,1719760224
384,alofi,-19.0595,-169.9187,22.94,88,75,6.69,NU,1719760226
385,antsiranana,-12.2787,49.2917,24.1,74,30,7.74,MG,1719760227
386,ad dabbah,18.05,30.95,42.13,6,6,1.42,SD,1719760229
387,kununurra,-15.7667,128.7333,24.99,78,100,0.0,AU,1719760230
388,nefta,33.8731,7.8777,45.84,8,0,2.98,TN,1719760232
389,quellon,-43.1167,-73.6167,8.35,81,80,4.26,CL,1719760233
390,fort mcmurray,56.7268,-111.381,21.46,50,6,2.29,CA,1719760135
391,darwin,-12.4611,130.8418,25.99,78,78,1.54,AU,1719759953
392,salamanca,40.8333,-6.0,22.88,48,100,3.77,ES,1719760237
393,yeniseysk,58.4497,92.1703,24.56,73,59,2.03,RU,1719760239
394,twon-brass,4.3151,6.2418,27.26,78,93,5.95,NG,1719760243
395,liman,48.9884,37.8023,30.81,30,60,3.16,UA,1719760244
396,isabela,6.7085,121.9711,25.74,90,100,2.03,PH,1719760246
397,suva,-18.1416,178.4415,22.71,73,75,2.57,FJ,1719760248
398,les avirons,-21.2418,55.3394,19.05,64,0,0.0,RE,1719760254
399,hilo,19.7297,-155.09,20.85,78,100,3.6,US,1719760009
400,burang,30.25,81.1667,14.31,66,91,3.12,CN,1719760262
401,wanning,18.8003,110.3967,28.16,88,100,5.03,CN,1719760264
402,bhimunipatnam,17.8833,83.4333,28.73,80,100,4.23,IN,1719760266
403,namtsy,62.7161,129.6658,18.47,69,100,6.45,RU,1719760267
404,comodoro rivadavia,-45.8667,-67.5,8.37,56,32,11.36,AR,1719760268
405,tarawa,1.419,172.984,27.05,94,40,0.51,KI,1719760270
406,boa vista,2.8197,-60.6733,28.99,70,40,2.06,BR,1719760271
407,flying fish cove,-10.4217,105.6791,24.82,94,100,4.63,CX,1719760069
408,selkirk,50.1436,-96.8845,17.82,68,0,2.75,CA,1719760276
409,gadzhiyevo,69.2551,33.3362,10.0,92,100,3.19,RU,1719760277
410,joshimath,30.5667,79.5667,23.56,94,91,0.42,IN,1719760181
411,portland,45.5234,-122.6762,18.78,88,100,0.45,US,1719760267
412,aripuana,-9.1667,-60.6333,32.72,35,0,1.98,BR,1719760283
413,happy valley-goose bay,53.3168,-60.3315,12.56,88,100,2.17,CA,1719760285
414,rondonopolis,-16.4708,-54.6356,28.24,41,3,2.68,BR,1719760286
415,san antonio de pale,-1.4014,5.6325,23.8,81,8,5.29,GQ,1719760288
416,kargasok,59.0556,80.8572,17.16,84,16,5.58,RU,1719760289
417,tafuna,-14.3358,-170.72,26.97,78,75,6.69,AS,1719760291
418,hovd,48.0056,91.6419,25.19,33,86,2.47,MN,1719760292
419,juneau,58.3019,-134.4197,14.67,95,100,3.6,US,1719760108
420,shaowu,27.3409,117.4831,25.2,95,100,0.58,CN,1719760064
421,mosjoen,65.836,13.1908,16.29,51,100,2.68,NO,1719760297
422,kikwit,-5.041,18.8162,36.08,17,70,1.1,CD,1719760237
423,skien,59.2075,9.6105,18.87,50,88,3.79,NO,1719760299
424,mana,5.6592,-53.7767,30.85,60,23,1.31,GF,1719760301
425,turuntayevo,52.2,107.6167,21.05,62,12,0.92,RU,1719760303
426,oktyabr'skiy,54.4815,53.471,18.96,73,99,3.65,RU,1719760304
427,minas de marcona,-15.2119,-75.1103,17.0,59,20,4.31,PE,1719760306
428,saldanha,-33.0117,17.9442,14.69,85,60,3.84,ZA,1719760307
429,khovd,48.0056,91.6419,25.19,33,86,2.47,MN,1719760292
430,kolwezi,-10.7148,25.4667,25.14,25,9,2.21,CD,1719760310
431,sao vicente,-23.9631,-46.3919,17.21,51,100,2.24,BR,1719760013
432,port saint john's,-31.6229,29.5448,23.35,52,52,2.53,ZA,1719760313
433,qarazhal,48.0078,70.7903,22.22,42,5,3.71,KZ,1719760267
434,kruisfontein,-34.0033,24.7314,16.6,72,88,2.98,ZA,1719760316
435,piti village,13.4626,144.6933,28.03,90,0,3.09,GU,1719760318
436,princeville,45.7668,-61.2985,16.37,97,100,4.12,CA,1719760319
437,borogontsy,62.6683,131.1683,17.5,57,100,3.03,RU,1719760320
438,west mackay,-21.1481,149.1605,16.37,89,1,1.78,AU,1719760322
439,shubarshi,48.5872,57.1869,16.02,59,100,5.4,KZ,1719760324
440,kyshtovka,56.555,76.6271,19.39,86,7,3.82,RU,1719760325
441,dukku,10.8231,10.7717,36.27,30,100,4.16,NG,1719760327
442,hauterive,46.0901,3.4459,19.44,85,100,1.45,FR,1719760328
443,pyt-yakh,60.7499,72.8582,16.12,67,70,1.4,RU,1719760330
444,renfrew,55.872,-4.3925,18.47,57,100,4.63,GB,1719760331
445,garoowe,8.4054,48.4845,32.81,28,55,10.22,SO,1719760055
446,siwa oasis,29.2041,25.5195,37.06,20,0,4.48,EG,1719760334
447,brokopondo,4.75,-55.1667,27.56,79,11,0.43,SR,1719760273
448,ojocaliente,21.8775,-102.6754,21.08,63,100,3.62,MX,1719760337
449,meulaboh,4.1363,96.1285,26.5,80,100,1.29,ID,1719760182
450,villa gesell,-37.2639,-56.973,7.81,52,27,8.05,AR,1719760340
451,yangambi,0.8102,24.4336,28.01,58,96,1.19,CD,1719760341
452,cockburn town,21.4612,-71.1419,28.27,79,60,7.58,TC,1719760070
453,la'ie,21.6477,-157.9253,23.95,77,2,2.68,US,1719760344
454,nizao,18.25,-70.2,31.31,59,8,6.84,DO,1719760346
455,wukari,7.85,9.7833,31.61,56,91,2.94,NG,1719760347
456,tofol,5.3248,163.0078,27.88,77,99,5.65,FM,1719760349
457,newman,37.3138,-121.0208,25.13,52,0,0.45,US,1719760350
458,yardimli,38.9206,48.2372,17.74,66,30,3.76,AZ,1719760352
459,shaoxing,30.011,120.5715,26.97,94,100,1.28,CN,1719760060
460,hafar al-batin,28.4328,45.9708,43.32,6,0,3.09,SA,1719760355
461,ipora,-16.4419,-51.1178,30.24,23,0,3.1,BR,1719760146
462,nejo,9.5,35.5,19.88,86,39,1.56,ET,1719760284
463,mena,51.5217,32.2157,28.06,56,34,1.83,UA,1719760359
464,mata-utu,-13.2816,-176.1745,27.63,79,93,7.24,WF,1719760360
465,taroa,8.7058,171.2275,27.88,81,100,6.35,MH,1719760362
466,vilyuysk,63.7553,121.6247,15.15,72,12,1.4,RU,1719760363
467,tambura,5.6,27.4667,30.17,52,94,1.65,SS,1719760365
468,lewistown,40.5992,-77.5714,27.87,91,0,4.12,US,1719760366
469,taltal,-25.4,-70.4833,18.57,60,5,1.97,CL,1719760368
470,extrema,-22.8547,-46.3183,16.46,87,98,1.09,BR,1719760373
471,callao,-12.0667,-77.15,21.51,81,62,4.07,PE,1719760374
472,baltasi,56.3462,50.2062,22.22,63,50,2.56,RU,1719760376
473,fort saskatchewan,53.7168,-113.2187,20.36,56,81,4.63,CA,1719760377
474,haisyn,48.8114,29.3898,29.08,48,53,1.42,UA,1719760142
475,yilan,24.757,121.753,30.03,90,100,0.91,TW,1719760097
476,tarko-sale,64.9225,77.785,16.72,49,77,3.82,RU,1719760382
477,champerico,14.3,-91.9167,26.11,88,98,4.0,GT,1719760383
478,rizal,15.7118,121.1061,24.51,92,90,1.27,PH,1719760385
479,nyagan,62.1406,65.3936,19.78,57,100,3.42,RU,1719760386
480,kayangel,8.0823,134.7173,27.17,83,100,5.07,PW,1719760388
481,naze,28.3667,129.4833,26.55,85,100,6.3,JP,1719760389
482,cascais,38.6979,-9.4215,22.64,76,40,6.69,PT,1719760391
483,livadiya,42.8692,132.6764,17.01,98,67,5.11,RU,1719760393
484,ulan bator,47.9077,106.8832,13.07,82,20,1.0,MN,1719760132
485,carinhanha,-14.3047,-43.765,32.34,23,2,2.33,BR,1719760396
486,knyaze-volkonskoye,48.4642,135.4567,14.19,96,76,3.29,RU,1719760397
487,mudgee,-32.5943,149.5871,7.01,88,1,1.91,AU,1719760398
488,fortuna,40.5982,-124.1573,13.85,97,100,2.57,US,1719760400
489,sudogda,55.9539,40.8629,28.33,57,42,2.46,RU,1719760402
490,klaksvik,62.2266,-6.589,11.51,83,20,5.1,FO,1719760403
491,maun,-19.9833,23.4167,23.98,29,75,1.03,BW,1719760404
492,pahrump,36.2083,-115.9839,31.84,20,0,4.02,US,1719760124
493,tsiombe,-25.3,45.4833,18.82,60,0,2.41,MG,1719760366
494,bandar-e lengeh,26.5579,54.8807,33.95,57,82,6.15,IR,1719760112
495,tak,16.5833,98.8333,21.51,98,100,1.47,TH,1719760410
496,waingapu,-9.6567,120.2641,24.5,84,89,3.32,ID,1719760412
497,abra pampa,-22.7205,-65.697,8.13,12,0,3.31,AR,1719760415
498,eenhana,-17.4667,16.3333,27.82,16,0,1.69,NA,1719760416
499,nar'yan-mar,67.6713,53.087,8.65,62,100,6.78,RU,1719760418
500,bo phloi,14.3236,99.5161,27.21,74,100,2.78,TH,1719760202
501,longmen,24.9597,118.0889,25.93,97,100,1.47,CN,1719760421
502,yuzhno-kurilsk,44.0306,145.8556,13.16,98,100,4.52,RU,1719760422
503,kolonia,50.9333,6.95,22.2,69,75,4.12,DE,1719760424
504,mil'kovo,55.6078,37.7956,30.73,55,73,4.34,RU,1719760425
505,queenstown,-31.8976,26.8753,18.54,35,75,4.33,ZA,1719760426
506,charters towers,-20.1,146.2667,17.15,93,0,3.81,AU,1719760227
507,jiwani,25.05,61.7417,30.16,80,54,6.23,PK,1719760429
508,andergrove,-21.0833,149.1833,16.38,88,2,1.92,AU,1719760431
509,heswall,53.3273,-3.0965,15.53,74,75,6.69,GB,1719760432
510,hotan,37.0997,79.9269,33.14,17,46,4.19,CN,1719760433
511,ebeltoft,56.1944,10.6821,17.08,77,100,3.09,DK,1719760435
512,crikvenica,45.1772,14.6928,31.11,42,0,3.09,HR,1719760438
513,dahlonega,34.5326,-83.9849,31.2,72,42,2.98,US,1719760440
514,tamiahua,21.2667,-97.45,25.78,90,100,6.43,MX,1719759981
515,concordia,-31.393,-58.0209,11.04,50,0,2.06,AR,1719760442
516,narasannapeta,18.4167,84.05,26.64,83,100,3.03,IN,1719760444
517,havre,49.5833,0.3333,18.22,82,100,3.09,FR,1719760446
518,miri,4.4148,114.0089,24.24,95,100,1.05,MY,1719760366
519,isiklar,36.9942,40.1264,37.4,13,0,6.74,TR,1719760449
520,shchuchinsk,52.9333,70.2,15.63,82,99,4.48,KZ,1719760450
521,ancud,-41.8697,-73.8203,9.48,81,100,4.47,CL,1719760452
522,novyy urgal,51.0736,132.5642,10.79,63,6,0.33,RU,1719760455
523,nadi,-17.8,177.4167,22.0,73,20,4.63,FJ,1719760457
524,thinadhoo,0.5333,72.9333,28.99,72,17,3.5,MV,1719760458
525,qusmuryn,52.4503,64.6311,16.59,76,73,0.45,KZ,1719760460
526,korla,41.7597,86.1469,32.29,19,100,1.26,CN,1719760461
527,port hedland,-20.3167,118.5667,19.03,52,0,4.12,AU,1719760463
528,fisterra,42.9049,-9.2629,18.19,84,14,2.34,ES,1719760464
529,rupert,42.6191,-113.6772,21.77,52,0,7.72,US,1719760466
530,qarqaraly,49.4058,75.4742,19.22,47,51,3.22,KZ,1719760468
531,mukalla,14.5425,49.1242,35.65,44,20,7.03,YE,1719760470
532,raduzhny,62.0961,77.475,13.12,79,93,1.99,RU,1719760472
533,cidreira,-30.1811,-50.2056,9.26,55,5,6.37,BR,1719760473
534,santana,-0.0583,-51.1817,32.1,70,40,2.57,BR,1719760475
535,cam ranh,11.9214,109.1591,27.98,74,20,0.51,VN,1719760332
536,port lincoln,-34.7333,135.8667,11.91,67,89,3.23,AU,1719760263
537,mahaddayweyne,2.9726,45.5347,27.1,63,74,9.52,SO,1719760479
538,betio village,1.358,172.9211,27.02,76,84,2.79,KI,1719760480
539,rurrenabaque,-14.4413,-67.5278,17.94,55,100,3.6,BO,1719760482
540,vilhena,-12.7406,-60.1458,24.12,60,0,5.14,BR,1719760483
541,mili,6.0815,171.735,27.75,75,81,2.94,MH,1719760485
542,karelichy,53.5653,26.1378,27.5,67,30,4.6,BY,1719760488
543,cacoal,-11.4386,-61.4472,30.41,40,20,2.6,BR,1719760489
544,margate,51.3813,1.3862,18.82,73,98,2.59,GB,1719759992
545,pont rouge,48.8833,-72.0825,17.06,88,100,4.02,CA,1719760492
546,touggourt,33.1053,6.058,49.06,4,0,5.66,DZ,1719760494
547,lospalos,-8.5186,127.0025,22.29,94,64,3.35,TL,1719760495
548,kievka,50.2619,71.5514,20.32,48,62,4.35,KZ,1719760497
549,arish,31.1316,33.7984,28.19,60,0,5.17,EG,1719760499
550,camingawan,9.9036,122.8417,26.22,88,95,0.67,PH,1719760500
551,mar del plata,-38.0023,-57.5575,8.62,62,0,9.77,AR,1719760504
552,horta,38.5333,-28.6333,24.8,75,20,8.75,PT,1719760507
553,reggane,26.7158,0.1714,48.09,4,0,3.98,DZ,1719760510
554,bamboo flat,11.7,92.7167,27.05,89,100,2.06,IN,1719760511
555,kidal,18.4411,1.4078,41.0,16,56,1.03,ML,1719760271
556,biloela,-24.4167,150.5,16.15,92,4,1.96,AU,1719760514
557,borba,-4.3878,-59.5939,31.73,53,43,1.15,BR,1719760516
558,solnechnyy,50.7214,136.6319,11.44,66,1,1.9,RU,1719760517
559,yatou,37.15,122.3833,22.71,85,0,2.68,CN,1719760519
560,keningau,5.3378,116.1602,22.68,100,100,0.45,MY,1719760520
